Run,Bases,BioProject,Bytes,stool_sample_id,public_client_id,genome_id,blood_sample_id,blood_days_in_program,stool_days_in_program
SRR18748118,223226850,PRJNA826530,136715475,AV15-1022,01228794,337685,A943AR116-002,22,22
SRR27023280,168727720,PRJNA1047679,108007797,22001701512104,01230573,DS-284622,A773BJ600-002,4,22
SRR27023069,135339200,PRJNA1047679,86561452,AV15-2035,01231028,DS-228691,A750AX549-002,95,76
SRR18748794,237475210,PRJNA826648,133465538,22001612560554,01231502,DS-278895,A313BJ059-002,29,10
SRR18748947,98461790,PRJNA826648,64490245,22001701510310,01232606,DS-285409,A404BK172-002,9,7
SRR18747875,58149672,PRJNA826530,35270790,AV15-3753,01233310,DS-243695,A904AZ531-002,5,5
SRR18749337,167902455,PRJNA826648,103824702,22001612561471,01233390,DS-278995,A860BI685-002,21,7
SRR18747726,160852346,PRJNA826530,102583135,AV15-1027,01233873,A755AV925-007,A976AR224-002,29,29
SRR18747935,98579246,PRJNA826530,61949189,AV15-1479,01233890,A042AU526-007,A042AU555-002,24,24
SRR18747989,128199756,PRJNA826530,82207581,AV15-2103,01234968,DS-232481,A057AX476-002,41,54
SRR18747470,47756766,PRJNA826530,27460063,AV15-1130,01235182,A369AW947-007,A591AT167-002,44,44
SRR18747817,68229832,PRJNA826530,43621397,AV15-1063,01235646,A968AR540-005,A968AR554-002,3,3
SRR18748913,140361690,PRJNA826648,85425652,22001612562448,01236818,DS-270665,A498BH950-003,8,13
SRR18747952,264362738,PRJNA826530,165081501,AV15-1059,01237066,A968AR537-005,A968AR550-002,28,28
SRR18747736,58123765,PRJNA826530,35887896,22001612561263,01238340,DS-268281,A007BG450-003,16,13
SRR18748897,107481990,PRJNA826648,58348959,22001612560872,01239027,DS-269051,A972BH524-002,21,7
SRR18747826,61809754,PRJNA826530,39015873,AV15-2479,01240903,DS-244242,A843AZ127-002,12,31
SRR27022993,107508170,PRJNA1047679,63005269,22001612560879,01240947,DS-271202,A089BI599-002,27,15
SRR27023156,64199776,PRJNA1047679,39720048,AV15-1655,01241633,A789AU958-007,A789AU992-002,36,36
SRR18748989,121020620,PRJNA826648,67797862,22001612560701,01241841,DS-268958,A308BH516-003,15,14
SRR27023202,171009545,PRJNA1047679,99137293,22001612561704,01242341,DS-279609,A710BI148-003,88,114
SRR18748078,96484400,PRJNA826530,64695251,AV15-1412,01242530,A017AU880-007,A017AU991-002,11,11
SRR18747772,99026026,PRJNA826530,63824165,AV15-3948,01242582,DS-243887,A904AZ325-002,9,23
SRR18748865,123247110,PRJNA826648,70313076,22001612560577,01243762,DS-268865,A202BI284-002,28,8
SRR18747527,89651176,PRJNA826530,57500445,AV15-1143,01244110,A939AV031-007,A473AS982-002,52,52
SRR18747382,75606650,PRJNA826530,46033113,22001612560316,01244248,DS-267213,A862BF306-003,11,14
SRR27023129,78506776,PRJNA1047679,50667505,AV15-1057,01244954,A941AR695-005,A941AR753-002,15,15
SRR18749087,97293805,PRJNA826648,55114734,22001612562375,01247637,DS-279840,A860BI796-008,9,9
SRR18749213,158419345,PRJNA826648,98528448,22001612560683,01248541,DS-293483,A581BK359-003,39,47
SRR27023104,157694635,PRJNA1047679,95867351,22001612560231,01248818,DS-277286,A776BI470-003,13,8
SRR18747951,103020440,PRJNA826530,65733245,AV15-1399,01250594,A294AU450-007,A294AU420-002,24,24
SRR18747398,64252860,PRJNA826530,39596798,22001612560086,01252056,DS-268272,A007BG462-003,18,16
SRR27023146,86213982,PRJNA1047679,55665536,AV15-2635,01252144,DS-244367,A902AZ339-002,8,9
SRR27023072,87245592,PRJNA1047679,53952634,AV15-1984,01252217,DS-232556,A057AX455-002,18,18
SRR18748737,210329525,PRJNA826648,114368548,22001701510735,01253011,DS-279258,A652BJ927-005,12,29
SRR18747498,69288048,PRJNA826530,45097407,AV15-1176,01253578,A565AV513-007,A428AS818-002,44,44
SRR18748104,100853808,PRJNA826530,68403803,AV15-1213,01254018,A981AU862-007,A545AS710-002,62,62
SRR18749327,70944825,PRJNA826648,42776802,22001612560487,01256739,DS-267554,A972BH453-002,18,29
SRR27023076,81969572,PRJNA1047679,51346331,AV15-1881,01257245,DS-232525,A939AW196-002,14,17
SRR18747847,85287290,PRJNA826530,52351184,AV15-3761,01258294,DS-243929,A904AZ255-002,12,6
SRR18749005,44214450,PRJNA826648,26792443,22001701510484,01258737,DS-289956,A229BM710-002,145,132
SRR18748059,101053102,PRJNA826530,63298911,AV15-1355,01259422,A268AU772-006,A268AU789-002,41,41
SRR18747876,63448282,PRJNA826530,38040435,AV15-3728,01259522,DS-244254,A904AZ526-002,5,2
SRR18749351,137293870,PRJNA826648,79923117,22001612562414,01259834,DS-268872,A203BI293-002,28,45
SRR27023085,98064696,PRJNA1047679,64619324,AV15-1595,01260112,A500AV830-007,A500AV854-002,15,17
SRR18747990,117399226,PRJNA826530,74471141,AV15-2097,01260503,DS-232480,A057AX458-002,62,71
SRR18747464,63116962,PRJNA826530,35321413,AV15-1251,01260878,A548AT610-004,A548AT621-002,41,41
SRR18749160,60730460,PRJNA826648,30781128,22001612562472,01261412,DS-269449,A808BG250-008,8,5
SRR27023000,126927780,PRJNA1047679,71329980,22001612561164,01261654,DS-267560,A901BH537-002,13,3
SRR18747373,74501318,PRJNA826530,47096612,AV15-1150,01262138,A040AV079-007,A473AS979-002,34,34
SRR18747489,88933818,PRJNA826530,57104253,AV15-1199,01262786,A950AS416-005,A950AS438-002,72,72
SRR18749455,135551733,PRJNA826648,76467458,22001612562587,01263023,DS-269574,A420BG924-003,32,33
SRR18747739,60154500,PRJNA826530,37760317,22001612561246,01264304,DS-267280,A862BF236-011,11,17
SRR18747959,91099948,PRJNA826530,57891995,AV15-1379,01264701,A162AU002-007,A162AU047-002,9,9
SRR18747616,85104060,PRJNA826530,52149720,AV15-1944,01265137,DS-228819,A939AW360-002,16,4
SRR18747622,83265234,PRJNA826530,54311741,AV15-1408,01265552,A479AV430-006,A479AV464-002,11,20
SRR18748812,118088460,PRJNA826648,65852013,22001612561532,01267255,DS-282067,A146BJ779-009,14,5
SRR27023235,97741708,PRJNA1047679,55191910,22001612562409,01267420,DS-268584,A137BG472-010,23,28
SRR18748055,90449356,PRJNA826530,56359619,AV15-1362,01268606,A162AU009-007,A162AU059-002,58,58
SRR18747864,83661312,PRJNA826530,50666364,AV15-3941,01268746,DS-243983,A904AZ374-002,8,4
SRR18747880,88734022,PRJNA826530,56606828,AV15-2056,01269807,DS-228227,A196AX870-002,64,74
SRR18747773,89277186,PRJNA826530,55990028,AV15-3894,01270078,DS-243959,A904AZ375-002,8,17
SRR18749120,95868185,PRJNA826648,58998131,22001612562232,01271411,DS-269075,A972BH520-002,17,23
SRR18747623,81686444,PRJNA826530,53374945,AV15-1407,01273090,A477AV500-007,A477AV559-002,28,29
SRR18749166,75629260,PRJNA826648,39401230,22001612562335,01274049,DS-269528,A808BG172-003,16,17
SRR18748750,181836165,PRJNA826648,98811608,22001612561347,01274336,DS-279287,A653BJ510-002,59,72
SRR27023101,164873905,PRJNA1047679,100304889,22001612560660,01275666,DS-277321,A777BI674-003,19,8
SRR18749182,127002398,PRJNA826648,71099011,22001612561836,01275996,DS-268515,A421BG356-003,34,22
SRR18747700,93556234,PRJNA826530,63037399,AV15-1454,01276094,A046AU720-007,A046AU744-002,10,10
SRR18748092,99793584,PRJNA826530,67009923,AV15-1297,01277390,A752AT605-004,A752AT618-002,21,21
SRR18747745,64713985,PRJNA826530,40072364,22001612561012,01277584,DS-267267,A862BF213-007,9,6
SRR18747410,74039980,PRJNA826530,45170254,AV15-3679,01277838,DS-244375,A904AZ089-002,16,11
SRR18747813,61644094,PRJNA826530,36710788,AV15-2183,01277866,DS-228726,A750AX323-002,22,40
SRR18748117,63339348,PRJNA826530,35529407,AV15-1315,01278234,A115AW810-006,A597AT761-002,62,62
SRR18747714,174379740,PRJNA826530,110039172,AV15-1190,01278786,A981AU855-007,A545AS695-002,55,55
SRR18747767,98112888,PRJNA826530,61315096,AV15-3584,01279158,DS-244318,A904AZ597-002,14,37
SRR18749332,147290465,PRJNA826648,92377856,22001612561929,01280219,DS-277118,A710BI157-003,14,12
SRR18749002,58974615,PRJNA826648,35645222,22001701510705,01282093,DS-290053,A097BM200-002,174,180
SRR18747569,93482942,PRJNA826530,61325963,AV15-1621,01282924,A500AV840-006,A500AV860-002,15,17
SRR18748832,126765940,PRJNA826648,69355303,22001612561071,01283684,DS-280415,A860BI275-009,6,5
SRR18749089,71207815,PRJNA826648,44493566,22001612562590,01283804,DS-265964,A579BF628-006,8,10
SRR18747991,154783166,PRJNA826530,98257192,AV15-2081,01284287,DS-232508,A057AX381-002,62,71
SRR18749276,194212760,PRJNA826648,110345900,22001612561656,01284672,DS-281317,A146BJ713-002,28,3
SRR18749053,176680490,PRJNA826648,103991375,22001612561315,01285575,DS-282651,A850BJ139-002,62,42
SRR18749416,73708600,PRJNA826648,37576729,22001612561663,01285674,DS-269322,A055BH125-003,2,4
SRR18749210,160419140,PRJNA826648,99116725,22001701510029,01285871,DS-293478,A581BK306-008,18,28
SRR18748822,134629460,PRJNA826648,75551554,22001612561313,01286296,DS-280518,A926BI204-002,7,6
SRR27022974,65686198,PRJNA1047679,37601267,AV15-1264,01286602,A454AW035-006,A536AT439-002,41,41
SRR18747835,91519620,PRJNA826530,56001613,AV15-3902,01286934,DS-243617,A904AZ324-002,9,6
SRR18749403,99947505,PRJNA826648,55943744,22001612561490,01287040,DS-267523,A972BH408-019,21,6
SRR18747713,164043058,PRJNA826530,106070548,AV15-1192,01287554,A936AS431-005,A936AS469-002,20,20
SRR27023044,129167663,PRJNA1047679,72741590,22001612560447,01287991,DS-268274,A007BG492-006,14,27
SRR18747763,83705488,PRJNA826530,53343520,AV15-1091,01288022,A976AR197-005,A976AR213-002,29,29
SRR18749317,94288460,PRJNA826648,56964341,22001612560708,01288413,DS-277796,A972BH443-003,6,12
SRR18747765,136068104,PRJNA826530,86733039,AV15-3732,01289651,DS-244209,A904AZ528-002,6,30
SRR18748919,58346890,PRJNA826648,37886369,22001612561406,01291492,DS-267928,A862BF450-003,9,13
SRR18747673,94477906,PRJNA826530,58901084,AV15-1452,01292561,A578AU682-007,A578AU713-002,30,30
SRR18747957,104003858,PRJNA826530,66156255,AV15-1388,01292878,A162AU029-007,A162AU071-002,20,20
SRR18747463,70662022,PRJNA826530,39207155,AV15-1253,01294330,A369AW942-007,A531AT558-002,22,22
SRR18748052,81668372,PRJNA826530,50833075,AV15-1389,01295042,A127AU593-007,A127AU653-002,107,107
SRR18748756,215617885,PRJNA826648,121785417,22001701511216,01295153,DS-282706,A850BJ141-002,14,6
SRR18747653,110922924,PRJNA826530,68785243,AV15-1648,01295320,A789AU957-007,A789AU994-002,23,23
SRR18747409,102466734,PRJNA826530,63167875,AV15-3681,01295702,DS-244335,A903AZ833-002,15,7
SRR18747504,77576570,PRJNA826530,49160695,AV15-1164,01296918,A875AS596-005,A875AS614-002,66,66
SRR18749402,132837915,PRJNA826648,74402718,22001612561554,01297012,DS-268868,A089BI784-002,32,11
SRR18749043,239640415,PRJNA826648,148539166,22001701510368,01298401,DS-291208,A132BK315-002,9,3
SRR18747392,69692350,PRJNA826530,43726722,22001612560157,01298856,DS-268244,A007BG437-003,18,21
SRR18747919,88931308,PRJNA826530,57647039,AV15-1678,01301143,A479AV443-007,A479AV474-002,6,16
SRR27023180,103302564,PRJNA1047679,66525814,AV15-1334,01302078,A042AU517-007,A042AU572-002,10,10
SRR18749037,207368210,PRJNA826648,132552076,22001701510718,01302154,DS-290921,A132BK593-002,15,10
SRR18748914,168082740,PRJNA826648,101297762,22001612562417,01302610,DS-272308,A430BH583-003,7,6
SRR18749178,90348370,PRJNA826648,47535601,22001612561709,01304992,DS-269460,A965BG243-003,14,13
SRR18749078,61487895,PRJNA826648,39238519,22001612562601,01305376,DS-268298,A007BG409-003,17,18
SRR18748060,87778716,PRJNA826530,54303928,AV15-1348,01306924,A422AU080-007,A422AU094-002,1,1
SRR27022983,73434900,PRJNA1047679,43849418,22001612560558,01307158,DS-268893,A202BI368-002,28,18
SRR18749380,96423320,PRJNA826648,56198191,22001612561187,01307371,DS-272110,A286BI628-002,40,14
SRR18749302,59464300,PRJNA826648,36937245,22001612562549,01308508,DS-265954,A579BF695-009,7,9
SRR18747524,107983714,PRJNA826530,63209856,AV15-3859,01308730,DS-252186,A523BB926-003,13,11
SRR18749172,53723145,PRJNA826648,26962180,22001612562183,01308800,DS-269471,A808BG191-003,14,10
SRR18749318,70340900,PRJNA826648,43377379,22001612562362,01310175,DS-267214,A862BF060-003,11,11
SRR18747691,103377362,PRJNA826530,69606282,AV15-1486,01310874,A042AU533-007,A042AU574-002,34,34
SRR27023151,91187296,PRJNA1047679,58184742,AV15-2042,01311886,DS-228758,A750AX565-002,61,44
SRR27023206,137276020,PRJNA1047679,78487100,22001612561295,01311895,DS-280519,A926BI330-002,10,11
SRR18747766,97337298,PRJNA826530,61737901,AV15-3655,01312666,DS-244356,A904AZ362-002,9,34
SRR18749163,48396705,PRJNA826648,24236892,22001612562422,01313082,DS-270254,A169BH006-003,17,11
SRR18748046,280399630,PRJNA826530,175284464,AV15-1095,01313162,A982AR242-005,A982AR254-002,31,31
SRR18747612,66947724,PRJNA826530,41277943,AV15-1970,01313715,DS-231156,A779AW583-002,24,23
SRR18747619,78685990,PRJNA826530,49764380,AV15-1083,01313750,A968AR541-005,A968AR555-002,28,28
SRR18748775,132124021,PRJNA826648,82741158,22001612560230,01313904,DS-267238,A862BF367-003,14,35
SRR18749102,61114830,PRJNA826648,37120299,22001612561773,01314788,DS-265292,A089BI794-003,27,33
SRR18748783,194623905,PRJNA826648,116670821,22001612561173,01315327,DS-280932,A935BI829-002,4,15
SRR18748067,104753846,PRJNA826530,67153333,AV15-1496,01315645,A107AU144-007,A107AU117-002,8,8
SRR18748925,120728475,PRJNA826648,75199267,22001612561700,01315770,DS-272287,A630BH511-008,13,14
SRR18749055,244075545,PRJNA826648,142398678,22001612560915,01317702,DS-280722,A020BJ335-002,4,18
SRR27023262,153372546,PRJNA1047679,98651511,AV15-2186,01318858,DS-232547,A057AX397-002,125,147
SRR18748094,106616266,PRJNA826530,71468688,AV15-1291,01320194,A567AW286-007,A752AT616-002,40,40
SRR18747741,91101454,PRJNA826530,57475682,AV15-1153,01320534,337678,A563AS511-002,32,32
SRR18749289,203686350,PRJNA826648,116199997,22001612561102,01320932,DS-279853,A860BI547-002,7,3
SRR18749291,59560690,PRJNA826648,37775861,22001612562552,01321719,DS-268214,A421BG082-003,16,5
SRR18747761,52639650,PRJNA826530,32962854,22001612560484,01321856,DS-265762,A579BF681-003,8,14
SRR18747614,86395204,PRJNA826530,52272520,AV15-1954,01322179,DS-228772,A939AW060-002,29,17
SRR18748758,164874500,PRJNA826648,101914859,22001701511161,01323952,DS-278854,A439BJ880-002,7,14
SRR18747945,89443850,PRJNA826530,57775232,AV15-1439,01326651,A017AU902-007,A018AU000-002,34,34
SRR18748011,121730984,PRJNA826530,77811387,AV15-1891,01326966,DS-228245,A197AX052-002,35,41
SRR18747436,96491930,PRJNA826530,61211411,AV15-1364,01327810,A162AU023-007,A162AU075-002,43,43
SRR27023018,86929332,PRJNA1047679,59005697,AV15-1266,01329174,A531AT508-005,A531AT541-002,59,59
SRR18747374,50160880,PRJNA826530,31441177,22001612560465,01329753,DS-265707,A579BF997-003,3,15
SRR18747840,118092488,PRJNA826530,73460619,AV15-3806,01330626,DS-244311,A904AZ592-002,14,10
SRR18747706,212309354,PRJNA826530,136554289,AV15-1075,01331306,337696,A941AR607-002,15,15
SRR18749225,119600950,PRJNA826648,77400753,22001701510719,01331422,DS-291892,A265BK959-009,3,2
SRR18749100,95699205,PRJNA826648,56930555,22001612561841,01331474,DS-271888,A901BH735-003,16,20
SRR18748985,125769315,PRJNA826648,68560242,22001612560863,01331916,DS-268401,A308BH430-003,9,8
SRR18748786,143193730,PRJNA826648,81697134,22001612560201,01333878,DS-268419,A421BG414-003,28,16
SRR18749306,98274365,PRJNA826648,59034084,22001612561171,01334323,DS-268062,A202BI899-002,31,16
SRR18748870,104668235,PRJNA826648,59214122,22001612560322,01334918,DS-268863,A203BI309-011,29,9
SRR18749278,171895500,PRJNA826648,101636896,22001612561574,01334958,DS-277749,A635BI991-008,10,29
SRR18747757,108861795,PRJNA826530,68532037,22001612560556,01335458,DS-268258,A007BG432-003,18,21
SRR18749449,41752935,PRJNA826648,22170651,22001612560083,01335521,DS-269477,A808BG302-006,16,24
SRR18749352,75640565,PRJNA826648,47341382,22001612562539,01336644,DS-267299,A862BF076-008,11,7
SRR18747439,94455818,PRJNA826530,61365929,AV15-1350,01336834,A046AU695-007,A046AU745-002,34,34
SRR18747474,60453852,PRJNA826530,33649459,AV15-1112,01337078,A536AT425-005,A536AT438-002,44,44
SRR27023228,30546705,PRJNA1047679,16151266,22001612560752,01337814,DS-268479,A421BG411-003,20,27
SRR18749343,140331940,PRJNA826648,87592065,22001612560766,01337835,DS-277601,A546BI400-003,8,11
SRR18747780,61740980,PRJNA826530,39367074,AV15-3771,01338370,DS-243886,A904AZ366-002,9,16
SRR18747827,77956082,PRJNA826530,49620292,AV15-1079,01338550,A968AR535-005,A968AR548-002,5,5
SRR27023140,73048530,PRJNA1047679,47170998,AV15-1201,01338970,A500AV826-006,A428AS821-002,56,56
SRR27023159,97761488,PRJNA1047679,61266587,AV15-1649,01343489,A789AU964-007,A790AU002-002,37,37
SRR27023167,56277714,PRJNA1047679,35553387,AV15-1395,01343620,A268AU769-007,A268AU786-002,11,11
SRR18747953,87092482,PRJNA826530,55260206,AV15-1398,01344322,A253AU401-007,A253AU420-002,25,25
SRR27023131,104843165,PRJNA1047679,64970589,22001612560169,01344468,DS-266079,A007BG774-003,16,8
SRR18749384,100622830,PRJNA826648,59336340,22001612560790,01345091,DS-267524,A972BH425-003,18,12
SRR18747663,97612394,PRJNA826530,61102969,AV15-1506,01345152,A538AU202-007,A538AU217-002,11,11
SRR18748820,168796400,PRJNA826648,95777131,22001612560100,01345295,DS-268210,A421BG277-003,26,25
SRR18747446,74316582,PRJNA826530,48093098,AV15-1312,01346090,A726AT965-004,A726AT958-002,75,75
SRR18749056,213873940,PRJNA826648,130633689,22001701512121,01346645,DS-282217,A313BJ208-002,10,10
SRR18748111,91230970,PRJNA826530,61105052,AV15-1116,01347030,A369AW946-006,A591AT164-002,82,82
SRR18747819,259002884,PRJNA826530,158495340,AV15-1008,01347882,A941AR623-005,A941AR606-002,16,16
SRR18748831,59698730,PRJNA826648,37326000,22001612562620,01349596,DS-268293,A007BG468-010,16,6
SRR18747399,77127470,PRJNA826530,47457364,22001612560062,01349735,DS-267972,A862BF419-003,7,8
SRR27023229,80627855,PRJNA1047679,42887344,22001612560402,01353189,DS-269473,A808BG300-004,19,29
SRR27023201,132900985,PRJNA1047679,74795678,22001612561738,01353572,DS-280510,A926BI694-002,15,15
SRR18747925,82250692,PRJNA826530,53261957,AV15-1669,01354181,A477AV503-006,A477AV540-002,18,28
SRR18747472,59847938,PRJNA826530,33251733,AV15-1123,01354646,A369AW944-006,A591AT165-002,68,68
SRR18748849,93082395,PRJNA826648,57674409,22001612562543,01354787,DS-271187,A089BI596-002,26,26
SRR18749175,61591425,PRJNA826648,38797440,22001612561717,01354879,DS-268501,A421BG332-008,26,7
SRR18748810,118322295,PRJNA826648,65576680,22001612561690,01354930,DS-280482,A926BI431-002,29,26
SRR18748960,125445040,PRJNA826648,80498854,22001612562027,01355617,DS-285360,A404BK266-002,21,18
SRR18748770,184619575,PRJNA826648,101718805,22001612561757,01355791,DS-278754,A146BJ750-002,16,10
SRR18748096,254520526,PRJNA826530,157942104,AV15-1028,01357282,337671,A943AR111-002,22,22
SRR18749274,306686205,PRJNA826648,179704709,22001612560356,01357653,DS-280529,A926BI199-003,21,39
SRR18747626,70663528,PRJNA826530,45512119,AV15-1381,01357711,A565AV488-006,A565AV529-002,11,13
SRR18748926,129576720,PRJNA826648,78922096,22001612561573,01357953,DS-271948,A711BH842-003,36,26
SRR18747913,127805184,PRJNA826530,84993036,AV15-1352,01358235,A477AV490-007,A477AV543-002,31,38
SRR18747754,53119815,PRJNA826530,33234944,22001612560778,01358815,DS-268560,A137BG469-003,20,15
SRR18749394,86392810,PRJNA826648,46942472,22001612561752,01358940,DS-267530,A972BH458-021,21,5
SRR18749435,58862755,PRJNA826648,30794259,22001612560710,01359817,DS-268548,A137BG415-003,20,48
SRR18748885,110381425,PRJNA826648,61262946,22001612562257,01360278,DS-268917,A089BI756-002,27,1
SRR18749303,157913595,PRJNA826648,98714540,22001612562119,01360318,DS-277812,A635BI990-003,10,12
SRR27023219,51472260,PRJNA1047679,26617373,22001612562329,01360677,DS-268166,A421BG189-003,7,17
SRR18749140,168630735,PRJNA826648,94749942,22001612562229,01361259,DS-267529,A972BH522-003,16,12
SRR18749086,191223480,PRJNA826648,115307300,22001612562461,01361414,DS-279557,A710BI118-003,6,10
SRR18749255,190115590,PRJNA826648,111656269,22001612561481,01361790,DS-282109,A146BJ773-002,10,31
SRR18747689,96565724,PRJNA826530,65256875,AV15-1491,01362326,A046AU705-007,A046AU755-002,30,30
SRR18749022,94329400,PRJNA826648,52773315,22001612560926,01362687,DS-268232,A007BG476-003,7,21
SRR27022975,268643690,PRJNA1047679,152839630,22001701510768,01363795,DS-280282,A439BJ778-007,1,8
SRR18747407,66155066,PRJNA826530,40847730,AV15-3689,01364126,DS-243686,A904AZ511-002,6,6
SRR18749256,246517425,PRJNA826648,148431409,22001612561467,01364192,DS-282312,A179BJ690-002,35,32
SRR18747624,69314654,PRJNA826530,42533812,AV15-1039,01364706,A755AV932-007,A943AR095-002,23,23
SRR18748782,226493295,PRJNA826648,127324290,22001612561261,01365052,DS-279878,A860BI950-006,9,28
SRR18748760,233753485,PRJNA826648,134116216,22001701510816,01365832,DS-279055,A566BJ849-009,13,19
SRR18749150,111033545,PRJNA826648,64585987,22001612561882,01366706,DS-267553,A972BH519-003,19,18
SRR18749032,199693900,PRJNA826648,124136636,22001701510943,01366783,DS-291529,A945BJ548-002,9,17
SRR18747701,101565142,PRJNA826530,69377183,AV15-1449,01367331,A042AU496-007,A042AU557-002,33,33
SRR18749068,172473245,PRJNA826648,101419786,22001612561912,01368780,DS-280879,A926BI637-004,15,40
SRR18747386,70036855,PRJNA826530,43624328,22001612560276,01370236,DS-265977,A579BF685-003,8,9
SRR18749335,178451210,PRJNA826648,107937464,22001612561542,01371934,DS-277232,A776BI448-009,20,7
SRR18748859,54822110,PRJNA826648,34417347,22001612562521,01372136,DS-268154,A421BG015-003,30,20
SRR18747752,104448128,PRJNA826530,67930254,AV15-1152,01372506,A000AV124-007,A563AS547-002,35,35
SRR18747481,170641848,PRJNA826530,109755639,AV15-1217,01373090,A545AS616-005,A545AS690-002,63,63
SRR18749387,125193950,PRJNA826648,71979310,22001612560628,01374042,DS-271152,A089BI651-003,23,7
SRR18749151,131324830,PRJNA826648,75492650,22001612561791,01374127,DS-272005,A630BH412-003,25,33
SRR18747676,87482034,PRJNA826530,54547759,AV15-1435,01375684,A617AU672-007,A617AU692-002,13,13
SRR18748956,101273165,PRJNA826648,66268302,22001612562153,01376324,DS-291932,A266BK004-004,11,12
SRR18747681,106585644,PRJNA826530,72916643,AV15-1523,01377974,A017AU904-007,A018AU003-002,11,11
SRR18748789,169726130,PRJNA826648,97226373,22001612561121,01378031,DS-280495,A926BI670-002,6,20
SRR18747383,49307055,PRJNA826530,31146072,22001612560292,01378108,DS-266088,A862BF390-003,15,14
SRR27023212,93412620,PRJNA1047679,59192990,22001612560429,01378885,DS-272400,A630BH433-003,7,8
SRR18747671,86854032,PRJNA826530,54278927,AV15-1459,01379286,A107AU158-006,A107AU115-002,42,42
SRR18749220,105434856,PRJNA826648,58543904,22001612561096,01380424,DS-268261,A007BG481-003,16,34
SRR27023263,67621408,PRJNA1047679,42424536,AV15-1070,01382766,A982AR249-005,A982AR261-002,29,29
SRR18749249,128476511,PRJNA826648,71084658,22001612560756,01382823,DS-268587,A137BG499-003,20,29
SRR18749304,107100595,PRJNA826648,64613537,22001612561248,01384259,DS-265270,A089BI820-014,22,23
SRR18749082,80524920,PRJNA826648,45181381,22001612560121,01384536,DS-280516,A926BI448-009,15,8
SRR18747744,84501900,PRJNA826530,52214833,22001612561048,01385380,DS-265740,A579BF888-003,4,9
SRR27023137,83118148,PRJNA1047679,49096568,AV15-2652,01385753,A797AV894-007,A842BA768-002,277,284
SRR18749316,74517205,PRJNA826648,43700018,22001612560715,01386387,DS-267532,A972BH415-002,21,20
SRR27023057,70538440,PRJNA1047679,44579449,22001612561810,01386876,DS-267964,A862BF445-003,10,5
SRR18747665,97769520,PRJNA826530,63014215,AV15-1377,01387286,A162AU041-007,A162AU078-002,37,37
SRR18749424,88359880,PRJNA826648,45664648,22001612561409,01388232,DS-270244,A168BH986-008,66,76
