Run,Bases,BioProject,Bytes,stool_sample_id,public_client_id,genome_id,blood_sample_id,blood_days_in_program,stool_days_in_program
SRR18748755,219721005,PRJNA826648,124595426,22001701511741,01637570,DS-279268,A653BJ401-002,8,13
SRR18749308,102764830,PRJNA826648,60106505,22001612561100,01639534,DS-272128,A286BI630-021,35,36
SRR18747434,97741910,PRJNA826530,61780661,AV15-1367,01642218,A162AU027-007,A162AU066-002,17,17
SRR18749269,396472300,PRJNA826648,236893311,22001612560605,01642495,DS-280717,A020BJ294-002,6,21
SRR18749390,66243135,PRJNA826648,40750618,22001612562144,01642695,DS-268013,A862BF453-009,6,8
SRR27023225,48938155,PRJNA1047679,25886046,22001612561683,01643165,DS-269516,A808BG293-005,14,16
SRR18749405,107367750,PRJNA826648,60243174,22001612561479,01643211,DS-268853,A202BI613-002,29,7
SRR18747531,138595172,PRJNA826530,81821147,AV15-2675,01643414,DS-251867,A706BA325-003,10,19
SRR18749017,244085660,PRJNA826648,132353256,22001612562410,01643686,DS-285068,A611BL405-002,220,231
SRR18747677,90948846,PRJNA826530,57390162,AV15-1434,01643832,A578AU689-007,A578AU716-002,9,9
SRR18749155,44561335,PRJNA826648,22919450,22001612562584,01644608,DS-270829,A965BG144-003,15,13
SRR18749123,68995605,PRJNA826648,40615641,22001612561262,01645027,DS-271212,A089BI609-003,23,22
SRR18747592,76530402,PRJNA826530,50223629,AV15-1419,01645313,A477AV513-007,A477AV552-002,15,17
SRR18748893,119867510,PRJNA826648,65101538,22001612560921,01645421,DS-272285,A630BH473-008,6,12
SRR18748754,140947170,PRJNA826648,82343339,22001701512340,01645507,DS-279250,A653BJ476-002,10,10
SRR18747756,50301895,PRJNA826530,31522182,22001612560574,01646464,DS-267256,A862BF062-003,14,7
SRR18747637,56284240,PRJNA826530,34202930,AV15-1628,01647766,A040AV085-007,A040AV091-002,8,8
SRR18747967,53378664,PRJNA826530,31231394,AV15-2020,01648053,DS-228680,A750AX714-002,16,24
SRR27023232,92552250,PRJNA1047679,47338300,22001612560226,01649532,DS-269450,A808BG149-003,7,4
SRR18748768,238832405,PRJNA826648,133204080,22001612561997,01651008,DS-281288,A146BJ703-002,20,29
SRR18749463,114690309,PRJNA826648,64694565,22001612561973,01651282,DS-268588,A137BG396-003,2,5
SRR18749450,98279720,PRJNA826648,51428526,22001612560027,01651707,DS-270236,A168BH983-003,34,29
SRR18748898,134211770,PRJNA826648,75052287,22001612560802,01652307,DS-271219,A089BI663-014,24,3
SRR18748826,157104395,PRJNA826648,90130928,22001612561238,01653010,DS-277255,A776BI440-008,21,38
SRR18749165,60898845,PRJNA826648,30627880,22001612562421,01653105,DS-269576,A550BG643-004,13,21
SRR18747941,242208976,PRJNA826530,148953098,AV15-1068,01653582,A982AR239-005,A982AR251-002,6,6
SRR18748739,182840525,PRJNA826648,100616502,22001701510601,01653688,DS-283998,A850BJ172-002,7,25
SRR18747768,155274624,PRJNA826530,97666552,AV15-3563,01653978,DS-243971,A902AZ285-002,13,31
SRR18747981,74046506,PRJNA826530,46527453,AV15-1051,01654586,A934AR230-005,A934AR237-002,22,22
SRR27023005,152313455,PRJNA1047679,85207810,22001612560339,01656771,DS-265277,A089BI796-002,24,7
SRR18748035,131508940,PRJNA826530,86974571,AV15-1640,01658311,A704AV877-006,A704AV982-002,18,33
SRR18747843,99510456,PRJNA826530,61991515,AV15-3776,01660086,DS-243725,A904AZ505-002,6,6
SRR18749354,117796910,PRJNA826648,68445632,22001612562332,01660427,DS-265214,A089BI791-003,22,43
SRR18747906,116825440,PRJNA826530,77869519,AV15-1606,01661023,A704AV879-007,A704AV972-002,15,23
SRR18747480,171696550,PRJNA826530,110242544,AV15-1252,01661486,A531AT517-005,A531AT549-002,23,23
SRR18748869,55409375,PRJNA826648,35166181,22001612562154,01665663,DS-267308,A862BF353-010,12,12
SRR18747962,44703100,PRJNA826530,26028115,AV15-2124,01665868,DS-228730,A750AX293-002,7,25
SRR18748852,108954020,PRJNA826648,64835000,22001612562373,01666658,DS-272429,A499BH009-003,7,25
SRR18747938,87605024,PRJNA826530,55361001,AV15-1472,01667682,A046AU688-007,A046AU740-002,11,11
SRR18749130,128819285,PRJNA826648,74671658,22001701510135,01668075,DS-268832,A202BI606-002,29,7
SRR18749158,61411140,PRJNA826648,30900336,22001612562504,01668699,DS-270267,A168BH972-003,27,17
SRR18747453,103458686,PRJNA826530,66456585,AV15-1114,01669838,A567AW287-006,A536AT450-002,60,60
SRR18749393,77694505,PRJNA826648,42907939,22001612561789,01669850,DS-271928,A711BH814-003,48,68
SRR18749170,46284455,PRJNA826648,23637297,22001612562203,01669855,DS-268550,A137BG427-003,22,39
SRR18748753,176544235,PRJNA826648,102402454,22001701512595,01670861,DS-284631,A773BJ892-002,5,17
SRR18748766,171424855,PRJNA826648,96072409,22001612562043,01670949,DS-282107,A146BJ723-002,34,35
SRR18749059,105827295,PRJNA826648,76648539,22001701511761,01671260,DS-278885,A313BJ104-008,6,9
SRR18748018,68445190,PRJNA826530,41878819,AV15-1933,01672196,DS-232485,A057AX424-002,13,13
SRR27022977,220123820,PRJNA1047679,125716216,22001612560481,01673066,DS-281336,A146BJ689-008,47,74
SRR18749437,107813405,PRJNA826648,54651979,22001612560659,01673643,DS-270798,A964BG025-008,8,17
SRR18748764,125556459,PRJNA826648,69645272,22001612560278,01673724,DS-268245,A007BG497-003,17,21
SRR18748992,215259100,PRJNA826648,116108471,22001612560525,01674089,DS-268754,A447BH923-003,16,10
SRR27022991,131426575,PRJNA1047679,76401561,22001612562431,01674506,DS-268838,A089BI780-011,27,6
SRR18747655,92776126,PRJNA826530,58565655,AV15-1527,01677102,A017AU852-007,A017AU971-002,32,34
SRR27023189,242679080,PRJNA1047679,136876938,22001612561167,01680439,DS-280643,A020BJ370-002,11,12
SRR27023035,207142770,PRJNA1047679,128737290,AV15-1009,01680770,A943AR074-006,A943AR101-002,23,23
SRR18749324,88801370,PRJNA826648,52205645,22001612560569,01682023,DS-268071,A203BI289-008,56,74
SRR18747867,86151232,PRJNA826530,52197893,AV15-3899,01684342,DS-243932,A904AZ379-002,7,5
SRR27023012,99040584,PRJNA1047679,66741956,AV15-1442,01686094,A127AU616-007,A127AU622-002,61,61
SRR18747753,56954590,PRJNA826530,35363810,22001612560792,01686104,DS-268009,A862BF448-003,10,4
SRR27023023,68865364,PRJNA1047679,38176702,AV15-1320,01687802,A719AT743-004,A719AT785-002,88,88
SRR27023107,132066795,PRJNA1047679,77433342,22001612561308,01688437,DS-278423,A448BI677-003,15,11
SRR18747882,225409546,PRJNA826530,137788635,AV15-1046,01688514,A946AR485-006,A946AR488-002,15,15
SRR18748041,108111724,PRJNA826530,71818085,AV15-1624,01688681,A479AV444-006,A479AV463-002,16,43
SRR18748883,92039955,PRJNA826648,50417662,22001612562344,01689987,DS-267539,A972BH526-002,20,5
SRR18747583,87510648,PRJNA826530,56957624,AV15-1586,01691550,A477AV510-007,A477AV560-002,28,35
SRR18749067,169994475,PRJNA826648,100926036,22001612561921,01692677,DS-282263,A313BJ074-002,8,17
SRR18747755,50000825,PRJNA826530,30846583,22001612560637,01693172,DS-267217,A862BF371-003,15,13
SRR18747836,80081048,PRJNA826530,49067604,AV15-3898,01693506,DS-243962,A904AZ301-002,12,7
SRR18747442,91508576,PRJNA826530,58125979,AV15-1343,01693678,A046AU712-006,A046AU757-002,12,12
SRR18747668,89368048,PRJNA826530,56065392,AV15-1483,01695038,A042AU485-007,A042AU553-002,35,35
SRR27022978,226625385,PRJNA1047679,131677073,22001612560073,01695078,DS-282166,A313BJ232-002,13,31
SRR18748120,61064284,PRJNA826530,34172908,AV15-1300,01695306,A214AW430-007,A548AT616-002,62,62
SRR18748972,127102115,PRJNA826648,71902085,22001612562289,01699509,DS-270309,A168BH919-003,7,9
SRR27023213,129461885,PRJNA1047679,70621707,22001612562617,01701905,DS-269979,A964BG085-007,30,49
SRR18748072,105513372,PRJNA826530,72125331,AV15-1428,01702862,A042AU528-007,A042AU571-002,29,29
SRR18749368,162571850,PRJNA826648,93980572,22001612561555,01703603,DS-267536,A972BH511-016,20,16
SRR18749027,244038655,PRJNA826648,153326363,22001701511675,01703920,DS-282656,A850BJ097-002,11,18
SRR27023112,94610355,PRJNA1047679,57159727,22001612561919,01704130,DS-271207,A089BI597-003,42,66
SRR18749315,73791900,PRJNA826648,44547665,22001612560719,01704905,DS-264769,A286BI615-007,79,90
SRR18747634,33121960,PRJNA826530,20498343,AV15-1647,01704947,A846AU998-007,A847AU050-002,12,31
SRR18747377,66802435,PRJNA826530,41907072,22001612560357,01706279,DS-266066,A007BG775-003,13,20
SRR18748073,166887390,PRJNA826530,102835288,AV15-1030,01706550,A982AR247-005,A982AR259-002,30,30
SRR18749313,89540360,PRJNA826648,54580128,22001612560854,01706989,DS-271985,A630BH423-003,9,37
SRR27023222,43937775,PRJNA1047679,23411981,22001612561797,01707148,DS-269266,A055BH101-003,24,7
SRR18749325,69269900,PRJNA826648,41363419,22001612560506,01707649,DS-271176,A089BI537-010,24,18
SRR18749396,88223625,PRJNA826648,48280959,22001612561740,01709003,DS-271169,A089BI662-011,23,2
SRR18748019,87816868,PRJNA826530,53814645,AV15-1921,01709823,DS-228231,A408AX149-002,77,63
SRR18749240,178035900,PRJNA826648,97200039,22001701511392,01710221,DS-282731,A850BJ164-002,15,12
SRR27023173,73569606,PRJNA1047679,47084588,AV15-1456,01710577,A107AU149-007,A107AU127-002,10,10
SRR18749208,106633520,PRJNA826648,65876458,22001701510418,01710811,DS-291098,A043BL163-002,66,65
SRR18749109,93001475,PRJNA826648,55830861,22001612561519,01710995,DS-271178,A089BI617-002,27,17
SRR18747933,91993508,PRJNA826530,58931740,AV15-1488,01711646,A107AU156-007,A107AU131-002,18,18
SRR27023056,81858910,PRJNA1047679,51798224,22001612561893,01711751,DS-267218,A862BF330-011,5,4
SRR18747654,110155366,PRJNA826530,68988906,AV15-1644,01711963,A846AU963-007,A847AU031-002,6,6
SRR18747501,81336048,PRJNA826530,52818536,AV15-1167,01713154,A936AS428-005,A936AS471-002,41,41
SRR18748777,172050200,PRJNA826648,97299173,22001612561335,01713322,DS-282294,A313BJ091-002,47,38
SRR27023163,215873052,PRJNA1047679,131945818,AV15-1052,01713750,A943AR069-005,A943AR105-002,23,23
SRR18747675,83251178,PRJNA826530,52599988,AV15-1436,01716460,A538AU185-007,A538AU223-002,11,11
SRR18747424,112468080,PRJNA826530,68611322,AV15-3558,01719258,DS-244219,A904AZ489-002,5,5
SRR18749295,149712710,PRJNA826648,88463530,22001612560221,01719665,DS-277248,A777BI685-008,7,14
SRR27023165,113011746,PRJNA1047679,70182981,AV15-1489,01720762,A107AU157-007,A107AU128-002,42,42
SRR18748910,104752130,PRJNA826648,59059977,22001612560076,01721067,DS-267567,A901BH545-020,15,3
SRR18748799,109643625,PRJNA826648,59568670,22001612562405,01721559,DS-280926,A926BI631-002,10,7
SRR18747992,143812458,PRJNA826530,90606469,AV15-2070,01721794,DS-228226,A196AX888-002,35,35
SRR27023224,62356595,PRJNA1047679,32609969,22001612561707,01722208,DS-269526,A808BG167-008,9,8
SRR18747422,72527956,PRJNA826530,46296616,AV15-1018,01723446,337705,A968AR556-002,27,27
SRR18749173,77248255,PRJNA826648,41182699,22001612562159,01723869,DS-269468,A965BG227-003,22,24
SRR18747372,59007935,PRJNA826530,36671231,22001612560477,01725364,DS-265606,A579BF775-003,1,13
SRR18749153,72844065,PRJNA826648,45095526,22001612561818,01726684,DS-267932,A862BF423-008,10,8
SRR18747421,76236732,PRJNA826530,47122801,AV15-3591,01727114,DS-243960,A902AZ331-002,13,6
SRR18748816,119549780,PRJNA826648,66248299,22001612561412,01728293,DS-279792,A860BI773-002,9,16
SRR18747947,104561580,PRJNA826530,66516258,AV15-1426,01728330,A127AU602-007,A127AU641-002,36,36
SRR18747534,57316854,PRJNA826530,32841479,AV15-3934,01728702,DS-244357,A904AZ088-002,15,45
SRR18749222,100456230,PRJNA826648,65728690,22001701510961,01728957,DS-293041,A404BK143-008,18,12
SRR27023017,97227360,PRJNA1047679,67783416,AV15-1273,01729794,A900AV337-007,A548AT614-002,45,45
SRR18747627,72866806,PRJNA826530,47181499,AV15-1375,01731202,A595AV276-006,A595AV341-002,29,31
SRR18749312,97865600,PRJNA826648,58678010,22001612560866,01731363,DS-271139,A089BI603-002,23,20
SRR18747881,64592340,PRJNA826530,40537090,AV15-1048,01731766,A968AR539-005,A968AR553-002,28,28
SRR18749131,128150505,PRJNA826648,72557946,22001612562614,01733867,DS-268870,A202BI359-024,33,13
SRR18748987,62515460,PRJNA826648,39014617,22001612561824,01734492,DS-265781,A862BF406-003,10,5
SRR18747416,82568960,PRJNA826530,50785831,AV15-3660,01735802,DS-243893,A904AZ368-002,9,7
SRR27023186,222644240,PRJNA1047679,125924286,22001612562553,01736530,DS-281621,A146BJ775-005,9,28
SRR18747977,53272240,PRJNA826530,31353456,AV15-1918,01736541,DS-232489,A057AX433-002,23,53
SRR18747408,73460672,PRJNA826530,45103960,AV15-3686,01737230,DS-243928,A904AZ347-002,9,12
SRR18748099,93946288,PRJNA826530,63508136,AV15-1280,01737538,A726AT962-004,A726AT961-002,41,41
SRR27023106,128383150,PRJNA1047679,75868157,22001612562152,01740524,DS-277922,A546BI397-003,9,5
SRR18749115,91119490,PRJNA826648,53248410,22001701511284,01741283,DS-267562,A901BH557-002,18,27
SRR18749373,116108895,PRJNA826648,66446443,22001612561373,01741614,DS-268017,A202BI839-002,30,13
SRR18747519,86178842,PRJNA826530,52451865,AV15-3858,01742358,DS-261277,A809BE548-003,8,7
SRR18749106,98244615,PRJNA826648,58182664,22001612561713,01743982,DS-264764,A286BI604-007,16,7
SRR18748912,165682510,PRJNA826648,101132806,22001612562581,01744818,DS-271934,A711BH914-003,23,12
SRR18747425,59646134,PRJNA826530,37273948,AV15-3530,01744990,DS-244287,A902AZ344-002,20,10
SRR27023139,61743992,PRJNA1047679,35410644,AV15-3709,01745558,DS-244317,A902AZ476-002,21,49
SRR18747387,59075765,PRJNA826530,37323234,22001612560272,01745903,DS-267924,A862BF452-003,7,7
SRR18747644,68115376,PRJNA826530,41088528,AV15-1337,01746434,A042AU515-007,A042AU540-002,36,36
SRR18749084,158172420,PRJNA826648,92373499,22001612562588,01746677,DS-280549,A926BI692-002,25,12
SRR18749250,189913885,PRJNA826648,103192245,22001701510985,01746733,DS-282697,A850BJ140-002,17,12
SRR18748112,102772954,PRJNA826530,69404287,AV15-1110,01746898,A536AT434-004,A536AT447-002,44,44
SRR18749358,143975125,PRJNA826648,84089128,22001612561751,01746899,DS-271208,A089BI595-002,23,44
SRR18749069,105839790,PRJNA826648,59464592,22001612561060,01747753,DS-279839,A777BI762-003,13,28
SRR18747886,105571604,PRJNA826530,66821163,AV15-1988,01747907,DS-228244,A197AX061-002,40,58
SRR18747597,65421142,PRJNA826530,41204320,AV15-1016,01748922,A982AR245-005,A982AR257-002,29,29
SRR27023166,101283018,PRJNA1047679,63925473,AV15-1416,01751876,A578AU695-007,A578AU712-002,20,20
SRR27023236,126158415,PRJNA1047679,71191417,22001612562377,01752720,DS-268292,A007BG431-003,17,29
SRR27023193,281217230,PRJNA1047679,158164351,22001612560631,01752904,DS-280714,A020BJ248-002,18,23
SRR27023142,95056712,PRJNA1047679,60321369,AV15-2645,01753995,A977AV131-006,A902AZ474-002,188,199
SRR18747865,88396176,PRJNA826530,53896844,AV15-3932,01754198,DS-244238,A904AZ480-002,6,4
SRR18747378,62136445,PRJNA826530,39060210,22001612560348,01755760,DS-268155,A421BG193-006,30,3
SRR18747499,81815458,PRJNA826530,52934339,AV15-1175,01756534,A900AV348-007,A875AS616-002,44,44
SRR18747747,60733435,PRJNA826530,38053643,22001612560956,01757224,DS-265709,A580BF015-003,4,4
SRR18747516,226904502,PRJNA826530,139329762,AV15-1066,01757482,A941AR713-005,A941AR768-002,14,14
SRR18749091,188894055,PRJNA826648,107106917,22001612562236,01757541,DS-279568,A710BI128-003,6,13
SRR18749157,53439330,PRJNA826648,27856395,22001612562550,01758362,DS-269302,A055BH191-003,36,27
SRR18748741,141420790,PRJNA826648,78671595,22001701510384,01759149,DS-282698,A850BJ171-002,11,18
SRR27023221,83223840,PRJNA1047679,42348750,22001612562264,01759424,DS-269292,A055BH083-003,27,27
SRR18749179,54643015,PRJNA826648,27999666,22001612561695,01759793,DS-270572,A550BG917-003,17,25
SRR18747405,53819420,PRJNA826530,32967650,AV15-3697,01761910,DS-243890,A904AZ331-002,9,12
SRR18747642,70228294,PRJNA826530,42730956,AV15-1467,01762050,A107AU154-007,A107AU121-002,20,20
SRR18747884,96000472,PRJNA826530,60665799,AV15-2050,01762101,DS-228714,A750AX354-002,12,17
SRR18748050,81911842,PRJNA826530,51303612,AV15-1414,01763520,A617AU656-007,A617AU678-002,15,15
SRR18747716,148634670,PRJNA826530,94197141,AV15-1184,01764086,339149,A976AR212-002,1,21
SRR18749164,71286355,PRJNA826648,44681812,22001612561787,01764159,DS-267215,A862BF067-003,7,8
SRR27023123,47992105,PRJNA1047679,30916333,22001612560685,01764768,DS-268229,A007BG452-008,18,19
SRR18748877,123073370,PRJNA826648,66251951,22001612562582,01765235,DS-268852,A203BI280-002,30,5
SRR18748951,103006400,PRJNA826648,66063431,22001701510248,01765390,DS-293473,A404BK306-002,13,6
SRR18747998,59429270,PRJNA826530,37219466,AV15-1037,01765722,A934AR231-005,A934AR238-002,22,22
SRR18747413,57247076,PRJNA826530,35059464,AV15-3673,01766077,DS-243946,A902AZ288-002,13,11
SRR18749260,200675650,PRJNA826648,119761603,22001612561207,01767620,DS-280599,A313BJ198-008,42,42
SRR18747897,128529570,PRJNA826530,82736937,AV15-2174,01767669,DS-228259,A197AX145-002,4,7
SRR27023144,81932424,PRJNA1047679,52207952,AV15-3698,01769358,DS-243909,A904AZ334-002,8,14
SRR18749226,110186265,PRJNA826648,73728016,22001701510670,01769675,DS-291964,A265BK938-006,11,14
SRR18749422,61955565,PRJNA826648,39245597,22001612561682,01770063,DS-268594,A137BG471-010,20,18
SRR18749292,125686610,PRJNA826648,73723774,22001612560784,01770470,DS-279555,A710BI215-003,14,21
SRR18747449,92096418,PRJNA826530,59071623,AV15-1242,01770562,A830AT898-005,A830AT842-002,3,3
SRR18748103,81113662,PRJNA826530,55109277,AV15-1233,01771190,A567AW289-006,A752AT613-002,24,24
SRR27023055,75140170,PRJNA1047679,47395055,22001612561977,01772400,DS-267231,A862BF057-003,14,8
SRR18747375,68197710,PRJNA826530,43154869,22001612560390,01774351,DS-268123,A420BG937-008,23,9
SRR18748023,78954058,PRJNA826530,48825409,AV15-1887,01774716,DS-232533,A939AW322-002,25,24
SRR27023078,64841332,PRJNA1047679,41567796,AV15-1024,01774882,A968AR543-005,A968AR557-002,27,27
SRR18747394,77217315,PRJNA826530,48197521,22001612560109,01775580,DS-267981,A862BF440-003,9,7
SRR18748003,140317032,PRJNA826530,90478054,AV15-1979,01775871,A115AW808-006,A115AW820-002,32,59
SRR18747630,67708254,PRJNA826530,41269421,AV15-1667,01777604,A000AV112-007,A000AV158-002,35,35
SRR18749401,74553500,PRJNA826648,46936937,22001612561981,01777671,DS-265984,A862BF476-003,6,4
SRR18749088,173068245,PRJNA826648,98966651,22001612562280,01779428,DS-281001,A020BJ390-002,22,10
SRR18748930,61543230,PRJNA826648,38044332,22001612561847,01779703,DS-267239,A862BF364-003,10,9
SRR18747414,97308684,PRJNA826530,59296606,AV15-3666,01779914,DS-244354,A904AZ383-002,7,6
SRR18749417,44620240,PRJNA826648,23058637,22001612561644,01780145,DS-269552,A550BG548-003,7,7
SRR18748904,95609955,PRJNA826648,52579387,22001612560566,01780900,DS-269105,A972BH389-022,22,6
SRR18749408,114525600,PRJNA826648,61971514,22001612561351,01781027,DS-269097,A972BH528-017,17,5
SRR18748896,63021805,PRJNA826648,39236829,22001612561926,01781248,DS-265743,A579BF618-003,8,7
SRR27023209,171963112,PRJNA1047679,110687682,AV15-1180,01781270,A936AS432-005,A936AS468-002,14,14
SRR18749137,108160885,PRJNA826648,61994931,22001612562454,01781459,DS-271204,A089BI539-002,24,7
SRR18747718,178331986,PRJNA826530,113669549,AV15-1168,01782010,A565AV509-007,A875AS612-002,44,44
SRR18749273,170658495,PRJNA826648,104393655,22001612560436,01782034,DS-279317,A652BJ998-002,45,18
SRR18749344,169973055,PRJNA826648,101496077,22001612560695,01782110,DS-277308,A776BI463-008,19,7
SRR18748069,273319924,PRJNA826530,168594255,AV15-1071,01782690,A934AR229-005,A934AR235-002,22,22
SRR27023248,76905898,PRJNA1047679,45791640,AV15-2175,01784335,DS-229569,A715AY414-002,112,116
SRR18749321,91877520,PRJNA826648,55513127,22001612560588,01784963,DS-268027,A202BI907-002,34,28
SRR27023049,74650485,PRJNA1047679,45933020,22001612562233,01787311,DS-268267,A007BG459-003,9,3
SRR18749300,164703735,PRJNA826648,99306111,22001612562349,01788170,DS-279572,A710BI243-003,14,5
SRR18748101,100462248,PRJNA826530,67731522,AV15-1275,01789110,A214AW429-007,A548AT612-002,31,31
SRR18747559,85458472,PRJNA826530,54904618,AV15-1094,01789546,A976AR206-005,A976AR221-002,1,1
SRR18749061,178165610,PRJNA826648,106135838,22001701510027,01789593,DS-282234,A313BJ229-002,6,15
SRR18747792,74369292,PRJNA826530,43681774,AV15-2715,01789632,DS-229612,A715AY425-002,9,20
SRR18747403,74053032,PRJNA826530,45511509,AV15-3704,01790494,DS-244338,A904AZ594-002,14,5
SRR18749020,197676850,PRJNA826648,118801900,22001701511003,01790891,DS-291105,A124BL760-002,41,66
SRR18748043,107211638,PRJNA826530,71315761,AV15-1610,01791399,A704AV892-007,A704AV977-002,19,22
SRR27023249,72975740,PRJNA1047679,43125710,AV15-2089,01792854,DS-228720,A750AX317-002,73,90
SRR18747651,101685622,PRJNA826530,62731751,AV15-1653,01794619,A846AU993-007,A847AU055-002,10,10
SRR18749391,97939975,PRJNA826648,54350762,22001612561943,01794702,DS-268915,A202BI310-002,28,3
SRR18749121,88268250,PRJNA826648,53565104,22001612561317,01795699,DS-267515,A972BH509-002,20,28
SRR18749338,130206230,PRJNA826648,80438445,22001612561432,01795962,DS-277403,A776BI395-003,21,10
SRR27023125,59044825,PRJNA1047679,37082305,22001612560448,01796013,DS-265528,A441BF896-003,9,30
SRR18747631,61454840,PRJNA826530,37675233,AV15-1660,01796598,A789AU960-007,A789AU996-002,47,66
SRR27023187,53533280,PRJNA1047679,29944626,AV15-1263,01798234,A548AT608-004,A548AT619-002,65,65
SRR18748772,246138410,PRJNA826648,136026655,22001612561502,01798624,DS-280692,A020BJ312-002,23,23
SRR18747645,75497286,PRJNA826530,46556384,AV15-1174,01798754,A936AS439-005,A936AS461-002,69,69
SRR18749461,164274013,PRJNA826648,94242156,22001612562228,01800273,DS-270830,A964BG099-003,30,7
SRR18749242,177512300,PRJNA826648,97487584,22001701511382,01801933,DS-284583,A773BJ894-008,6,20
SRR18748889,120366120,PRJNA826648,67786020,22001612561079,01802163,DS-267583,A972BH473-003,19,8
SRR18748837,46656925,PRJNA826648,29502978,22001612561411,01802964,DS-266234,A007BG748-003,15,17
SRR27023208,115632300,PRJNA1047679,65967252,22001612560541,01803225,DS-280492,A926BI557-008,17,18
SRR18748909,147360675,PRJNA826648,82142173,22001612560143,01803627,DS-268035,A202BI988-003,34,6
SRR18748818,118605515,PRJNA826648,70024041,22001612561382,01804132,DS-282192,A313BJ225-002,37,14
SRR18747389,59159660,PRJNA826530,35882692,22001612560255,01804284,DS-268282,A007BG458-003,18,14
SRR18747448,99725814,PRJNA826530,63658750,AV15-1290,01805782,A752AT596-004,A752AT609-002,17,17
SRR18747647,74886854,PRJNA826530,45957550,AV15-1145,01805994,A981AU858-007,A563AS528-002,8,8
SRR18748761,229409390,PRJNA826648,134390964,22001612560107,01806149,DS-280360,A926BI182-009,17,45
SRR18749457,136692851,PRJNA826648,75121828,22001612562541,01806152,DS-267965,A862BF411-003,8,26
SRR18747570,88420272,PRJNA826530,57770540,AV15-1618,01806768,A500AV829-007,A500AV862-002,15,17
SRR18749135,126111440,PRJNA826648,73423392,22001612562523,01807115,DS-268883,A202BI316-025,29,14
SRR27023051,71717728,PRJNA1047679,46048686,AV15-1132,01807458,A563AS476-005,A563AS516-002,44,44
SRR18747717,156400610,PRJNA826530,99360010,AV15-1169,01808430,A000AV115-007,A950AS429-002,72,72
SRR18749244,178820705,PRJNA826648,97104803,22001701511352,01809016,DS-282703,A850BJ109-002,10,11
SRR27023148,133934604,PRJNA1047679,85768651,AV15-2101,01809143,DS-228841,A939AW319-002,48,76
SRR18747695,95284620,PRJNA826530,64224738,AV15-1464,01813526,A107AU161-007,A107AU134-002,22,22
SRR18747782,92917690,PRJNA826530,59112701,AV15-3740,01814335,DS-250099,A203BA225-003,9,10
SRR27023153,63363444,PRJNA1047679,41652082,AV15-2036,01814463,DS-228712,A750AX557-002,84,73
SRR18747839,104294014,PRJNA826530,63526293,AV15-3808,01814606,DS-244298,A904AZ081-002,15,2
SRR18747550,53803858,PRJNA826530,32019329,AV15-3522,01815158,DS-243731,A904AZ519-002,6,3
SRR18748025,69881914,PRJNA826530,44130128,AV15-1082,01816734,A976AR199-005,A976AR215-002,29,29
SRR27023002,119971635,PRJNA1047679,68839696,22001612560788,01817283,DS-269092,A972BH456-002,20,5
SRR27023073,74993278,PRJNA1047679,45280447,AV15-1966,01818291,DS-231093,A779AW574-002,24,30
SRR18747633,59594428,PRJNA826530,36312862,AV15-1650,01821073,A789AU969-007,A790AU007-002,35,35
SRR18749376,107972865,PRJNA826648,61068677,22001612561289,01821427,DS-276868,A089BI588-002,26,12
SRR27022979,231920885,PRJNA1047679,139208368,22001612560015,01821454,DS-282258,A313BJ132-009,22,36
SRR18749412,58128525,PRJNA826648,36401053,22001612561928,01821552,DS-264340,A441BF821-003,3,9
SRR18747940,97429164,PRJNA826530,61309903,AV15-1448,01822070,A046AU704-007,A046AU756-002,13,13
SRR27023015,80494696,PRJNA1047679,53826242,AV15-1316,01823714,A726AT964-004,A726AT959-002,80,80
SRR27023269,209926710,PRJNA1047679,110644288,22001701511088,01823769,DS-285177,A392BL766-006,126,142
SRR18747423,84438408,PRJNA826530,51563382,AV15-3587,01823862,DS-251788,A904AZ305-002,7,9
SRR18747486,84679870,PRJNA826530,53219456,AV15-1207,01824494,A040AV075-007,A428AS830-002,54,54
SRR18748057,86913770,PRJNA826530,54346396,AV15-1356,01824736,A538AU186-007,A538AU232-002,22,22
SRR18749440,57375850,PRJNA826648,29518851,22001612560458,01825216,DS-269448,A808BG238-003,13,14
SRR18748745,117762248,PRJNA826648,65893725,22001612560755,01826912,DS-268219,A007BG416-003,18,22
SRR18747581,79391300,PRJNA826530,51235587,AV15-1593,01829657,A477AV514-006,A477AV556-002,18,21
SRR18747697,93970384,PRJNA826530,63738677,AV15-1462,01830134,A046AU696-007,A046AU763-002,9,9
SRR18747586,94717862,PRJNA826530,61911576,AV15-1582,01831391,A565AV512-006,A565AV532-002,11,17
SRR18747478,193968282,PRJNA826530,123016926,AV15-1286,01831714,A531AT525-005,A531AT554-002,50,50
SRR18748940,181686820,PRJNA826648,110714583,22001612560476,01832310,DS-268993,A308BH463-003,25,34
SRR18747544,85778246,PRJNA826530,51657049,AV15-3637,01832962,DS-244241,A904AZ515-002,6,5
SRR18749129,149158765,PRJNA826648,84545915,22001701510325,01834243,DS-269070,A972BH534-002,17,10
SRR27023090,75389356,PRJNA1047679,49070617,AV15-1392,01834426,A500AV822-006,A500AV847-002,26,29
SRR27023132,50909390,PRJNA1047679,31818684,22001612560033,01834768,DS-265966,A579BF619-011,8,3
SRR18749346,135174480,PRJNA826648,83187804,22001612560239,01835198,DS-279579,A710BI327-003,13,13
